origin_domestic_price_area_code,origin_domestic_price_area,destination_intl_price_area_id,destination_intl_price_area,season,hhg_shipping_linehaul_price,ub_price
US11,Maine,TU,Turkey,Peak,$20.73,$40.65
US11,Maine,UK,United Kingdom,NonPeak,$18.33,$31.91
US11,Maine,UK,United Kingdom,Peak,$21.63,$37.65
US11,Maine,US8030400,Alaska (Zone) IV,NonPeak,$24.38,$44.74
US11,Maine,US8030400,Alaska (Zone) IV,Peak,$28.77,$52.79
US11,Maine,US8050500,Alaska (Zone) III,NonPeak,$16.00,$34.56
US11,Maine,US8050500,Alaska (Zone) III,Peak,$18.88,$40.78
US11,Maine,US8101000,Alaska (Zone) I,NonPeak,$27.63,$32.09
US11,Maine,US8101000,Alaska (Zone) I,Peak,$32.60,$37.87
US11,Maine,US8190100,Alaska (Zone) II,NonPeak,$29.28,$44.91
US11,Maine,US8190100,Alaska (Zone) II,Peak,$34.55,$52.99
US11,Maine,US89,Hawaii,NonPeak,$30.90,$34.74
US11,Maine,US89,Hawaii,Peak,$36.46,$40.99
US11,Maine,UY,Uruguay,NonPeak,$15.28,$32.26
US11,Maine,UY,Uruguay,Peak,$18.03,$38.07
US11,Maine,VE,Venezuela,NonPeak,$16.05,$45.09
US11,Maine,VE,Venezuela,Peak,$18.94,$53.21
US12,New Hampshire,AR,Argentina,NonPeak,$16.80,$34.90
US12,New Hampshire,AR,Argentina,Peak,$19.82,$41.18
US12,New Hampshire,AS11,New South Wales/Australian Capital Territory,NonPeak,$17.57,$32.44
US12,New Hampshire,AS11,New South Wales/Australian Capital Territory,Peak,$20.73,$38.28
US12,New Hampshire,AS21,Northern Territory,NonPeak,$18.33,$43.94
US12,New Hampshire,AS21,Northern Territory,Peak,$21.63,$51.85
US12,New Hampshire,BA,Bahrain,NonPeak,$24.38,$33.70
US12,New Hampshire,BA,Bahrain,Peak,$28.77,$39.77
US12,New Hampshire,BE,Belgium,NonPeak,$16.00,$31.29
US12,New Hampshire,BE,Belgium,Peak,$18.88,$36.92
US12,New Hampshire,BL,Bolivia,NonPeak,$27.63,$44.05
US12,New Hampshire,BL,Bolivia,Peak,$32.60,$51.98
US12,New Hampshire,BR,Brazil - Brazilia,NonPeak,$29.28,$33.75
US12,New Hampshire,BR,Brazil - Brazilia,Peak,$34.55,$39.82
US12,New Hampshire,CA10,Ontario,NonPeak,$30.90,$31.40
US12,New Hampshire,CA10,Ontario,Peak,$36.46,$37.05
US12,New Hampshire,CA20,Quebec,NonPeak,$15.28,$44.17
US12,New Hampshire,CA20,Quebec,Peak,$18.03,$52.12
US12,New Hampshire,CA30,Manitoba,NonPeak,$16.05,$33.98
US12,New Hampshire,CA30,Manitoba,Peak,$18.94,$40.10
US12,New Hampshire,CI,Chile,NonPeak,$16.80,$31.45
US12,New Hampshire,CI,Chile,Peak,$19.82,$37.11
US12,New Hampshire,CO,Colombia,NonPeak,$17.57,$44.28
US12,New Hampshire,CO,Colombia,Peak,$20.73,$52.25
US12,New Hampshire,CS,Costa Rica,NonPeak,$18.33,$34.11
US12,New Hampshire,CS,Costa Rica,Peak,$21.63,$40.25
US12,New Hampshire,EC,Ecuador,NonPeak,$24.38,$31.63
US12,New Hampshire,EC,Ecuador,Peak,$28.77,$37.32
US12,New Hampshire,ES,El Salvador,NonPeak,$16.00,$44.51
US12,New Hampshire,ES,El Salvador,Peak,$18.88,$52.52
US12,New Hampshire,GE,Germany,NonPeak,$27.63,$34.33
US12,New Hampshire,GE,Germany,Peak,$32.60,$40.51
US12,New Hampshire,GQ,Guam,NonPeak,$29.28,$31.74
US12,New Hampshire,GQ,Guam,Peak,$34.55,$37.45
US12,New Hampshire,GR,Greece,NonPeak,$30.90,$44.62
US12,New Hampshire,GR,Greece,Peak,$36.46,$52.65
US12,New Hampshire,GR29,Crete,NonPeak,$15.28,$34.45
US12,New Hampshire,GR29,Crete,Peak,$18.03,$40.65
US12,New Hampshire,GT,Guatemala,NonPeak,$16.05,$31.91
US12,New Hampshire,GT,Guatemala,Peak,$18.94,$37.65
US12,New Hampshire,HO,Honduras,NonPeak,$16.80,$44.74
US12,New Hampshire,HO,Honduras,Peak,$19.82,$52.79
US12,New Hampshire,HU,Hungary,NonPeak,$17.57,$34.56
US12,New Hampshire,HU,Hungary,Peak,$20.73,$40.78
US12,New Hampshire,IT,Italy,NonPeak,$18.33,$32.09
US12,New Hampshire,IT,Italy,Peak,$21.63,$37.87
US12,New Hampshire,IT10,Sicily,NonPeak,$24.38,$44.91
US12,New Hampshire,IT10,Sicily,Peak,$28.77,$52.99
US12,New Hampshire,JA01,Japan-Central,NonPeak,$16.00,$34.74
US12,New Hampshire,JA01,Japan-Central,Peak,$18.88,$40.99
US12,New Hampshire,JA02,Japan-South (Excludes Hokkaido),NonPeak,$27.63,$32.26
US12,New Hampshire,JA02,Japan-South (Excludes Hokkaido),Peak,$32.60,$38.07
US12,New Hampshire,JA03,Japan-North,NonPeak,$29.28,$45.09
US12,New Hampshire,JA03,Japan-North,Peak,$34.55,$53.21
US12,New Hampshire,JA96,Okinawa,NonPeak,$30.90,$34.90
US12,New Hampshire,JA96,Okinawa,Peak,$36.46,$41.18
US12,New Hampshire,KS,"Korea, Republic Of",NonPeak,$15.28,$32.44
US12,New Hampshire,KS,"Korea, Republic Of",Peak,$18.03,$38.28
US12,New Hampshire,KU,Kuwait,NonPeak,$16.05,$43.94
US12,New Hampshire,KU,Kuwait,Peak,$18.94,$51.85
US12,New Hampshire,NL,Netherlands,NonPeak,$16.80,$33.70
US12,New Hampshire,NL,Netherlands,Peak,$19.82,$39.77
US12,New Hampshire,NO,Norway,NonPeak,$17.57,$31.29
US12,New Hampshire,NO,Norway,Peak,$20.73,$36.92
US12,New Hampshire,PA,Paraguay,NonPeak,$18.33,$44.05
US12,New Hampshire,PA,Paraguay,Peak,$21.63,$51.98
US12,New Hampshire,PE,Peru,NonPeak,$24.38,$33.75
US12,New Hampshire,PE,Peru,Peak,$28.77,$39.82
US12,New Hampshire,PL,Poland,NonPeak,$16.00,$31.40
US12,New Hampshire,PL,Poland,Peak,$18.88,$37.05
US12,New Hampshire,PO,Portugal,NonPeak,$27.63,$44.17
US12,New Hampshire,PO,Portugal,Peak,$32.60,$52.12
US12,New Hampshire,PO01,Azores,NonPeak,$29.28,$33.98
US12,New Hampshire,PO01,Azores,Peak,$34.55,$40.10
US12,New Hampshire,QA,Qatar,NonPeak,$30.90,$31.45
US12,New Hampshire,QA,Qatar,Peak,$36.46,$37.11
US12,New Hampshire,RO,Romania,NonPeak,$15.28,$44.28
US12,New Hampshire,RO,Romania,Peak,$18.03,$52.25
US12,New Hampshire,RQ,Puerto Rico,NonPeak,$16.05,$34.11
US12,New Hampshire,RQ,Puerto Rico,Peak,$18.94,$40.25
US12,New Hampshire,SA,Saudi Arabia,NonPeak,$16.80,$31.63
US12,New Hampshire,SA,Saudi Arabia,Peak,$19.82,$37.32
US12,New Hampshire,SN,Singapore,NonPeak,$17.57,$44.51
US12,New Hampshire,SN,Singapore,Peak,$20.73,$52.52
US12,New Hampshire,SP,Spain,NonPeak,$18.33,$34.33
US12,New Hampshire,SP,Spain,Peak,$21.63,$40.51
US12,New Hampshire,TU,Turkey,NonPeak,$24.38,$31.74
US12,New Hampshire,TU,Turkey,Peak,$28.77,$37.45
US12,New Hampshire,UK,United Kingdom,NonPeak,$16.00,$44.62
US12,New Hampshire,UK,United Kingdom,Peak,$18.88,$52.65
US12,New Hampshire,US8030400,Alaska (Zone) IV,NonPeak,$27.63,$34.45
US12,New Hampshire,US8030400,Alaska (Zone) IV,Peak,$32.60,$40.65
US12,New Hampshire,US8050500,Alaska (Zone) III,NonPeak,$29.28,$31.91
US12,New Hampshire,US8050500,Alaska (Zone) III,Peak,$34.55,$37.65
US12,New Hampshire,US8101000,Alaska (Zone) I,NonPeak,$30.90,$44.74
US12,New Hampshire,US8101000,Alaska (Zone) I,Peak,$36.46,$52.79
US12,New Hampshire,US8190100,Alaska (Zone) II,NonPeak,$15.28,$34.56
US12,New Hampshire,US8190100,Alaska (Zone) II,Peak,$18.03,$40.78
US12,New Hampshire,US89,Hawaii,NonPeak,$16.05,$32.09
US12,New Hampshire,US89,Hawaii,Peak,$18.94,$37.87
US12,New Hampshire,UY,Uruguay,NonPeak,$16.80,$44.91
US12,New Hampshire,UY,Uruguay,Peak,$19.82,$52.99
US12,New Hampshire,VE,Venezuela,NonPeak,$17.57,$34.74
US12,New Hampshire,VE,Venezuela,Peak,$20.73,$40.99
US13,Vermont,AR,Argentina,NonPeak,$18.33,$32.26
US13,Vermont,AR,Argentina,Peak,$21.63,$38.07
US13,Vermont,AS11,New South Wales/Australian Capital Territory,NonPeak,$24.38,$45.09
US13,Vermont,AS11,New South Wales/Australian Capital Territory,Peak,$28.77,$53.21
US13,Vermont,AS21,Northern Territory,NonPeak,$16.00,$34.90
US13,Vermont,AS21,Northern Territory,Peak,$18.88,$41.18
US13,Vermont,BA,Bahrain,NonPeak,$27.63,$32.44
US13,Vermont,BA,Bahrain,Peak,$32.60,$38.28
US13,Vermont,BE,Belgium,NonPeak,$29.28,$43.94
US13,Vermont,BE,Belgium,Peak,$34.55,$51.85
US13,Vermont,BL,Bolivia,NonPeak,$30.90,$33.70
US13,Vermont,BL,Bolivia,Peak,$36.46,$39.77
US13,Vermont,BR,Brazil - Brazilia,NonPeak,$15.28,$31.29
US13,Vermont,BR,Brazil - Brazilia,Peak,$18.03,$36.92
US13,Vermont,CA10,Ontario,NonPeak,$16.05,$44.05
US13,Vermont,CA10,Ontario,Peak,$18.94,$51.98
US13,Vermont,CA20,Quebec,NonPeak,$16.80,$33.75
US13,Vermont,CA20,Quebec,Peak,$19.82,$39.82
US13,Vermont,CA30,Manitoba,NonPeak,$17.57,$31.40
US13,Vermont,CA30,Manitoba,Peak,$20.73,$37.05
US13,Vermont,CI,Chile,NonPeak,$18.33,$44.17
US13,Vermont,CI,Chile,Peak,$21.63,$52.12
US13,Vermont,CO,Colombia,NonPeak,$24.38,$33.98
US13,Vermont,CO,Colombia,Peak,$28.77,$40.10
US13,Vermont,CS,Costa Rica,NonPeak,$16.00,$31.45
US13,Vermont,CS,Costa Rica,Peak,$18.88,$37.11
US13,Vermont,EC,Ecuador,NonPeak,$27.63,$44.28
US13,Vermont,EC,Ecuador,Peak,$32.60,$52.25
US13,Vermont,ES,El Salvador,NonPeak,$29.28,$34.11
US13,Vermont,ES,El Salvador,Peak,$34.55,$40.25
US13,Vermont,GE,Germany,NonPeak,$30.90,$31.63
US13,Vermont,GE,Germany,Peak,$36.46,$37.32
US13,Vermont,GQ,Guam,NonPeak,$15.28,$44.51
US13,Vermont,GQ,Guam,Peak,$18.03,$52.52
US13,Vermont,GR,Greece,NonPeak,$16.05,$34.33
US13,Vermont,GR,Greece,Peak,$18.94,$40.51
US13,Vermont,GR29,Crete,NonPeak,$16.80,$31.74
US13,Vermont,GR29,Crete,Peak,$19.82,$37.45
US13,Vermont,GT,Guatemala,NonPeak,$17.57,$44.62
US13,Vermont,GT,Guatemala,Peak,$20.73,$52.65
US13,Vermont,HO,Honduras,NonPeak,$18.33,$34.45
US13,Vermont,HO,Honduras,Peak,$21.63,$40.65
US13,Vermont,HU,Hungary,NonPeak,$24.38,$31.91
US13,Vermont,HU,Hungary,Peak,$28.77,$37.65
US13,Vermont,IT,Italy,NonPeak,$16.00,$44.74
US13,Vermont,IT,Italy,Peak,$18.88,$52.79
US13,Vermont,IT10,Sicily,NonPeak,$27.63,$34.56
US13,Vermont,IT10,Sicily,Peak,$32.60,$40.78
US13,Vermont,JA01,Japan-Central,NonPeak,$29.28,$32.09
US13,Vermont,JA01,Japan-Central,Peak,$34.55,$37.87
US13,Vermont,JA02,Japan-South (Excludes Hokkaido),NonPeak,$30.90,$44.91
US13,Vermont,JA02,Japan-South (Excludes Hokkaido),Peak,$36.46,$52.99
US13,Vermont,JA03,Japan-North,NonPeak,$15.28,$34.74
US13,Vermont,JA03,Japan-North,Peak,$18.03,$40.99
US13,Vermont,JA96,Okinawa,NonPeak,$16.05,$32.26
US13,Vermont,JA96,Okinawa,Peak,$18.94,$38.07
US13,Vermont,KS,"Korea, Republic Of",NonPeak,$16.80,$45.09
US13,Vermont,KS,"Korea, Republic Of",Peak,$19.82,$53.21
US13,Vermont,KU,Kuwait,NonPeak,$17.57,$34.90
US13,Vermont,KU,Kuwait,Peak,$20.73,$41.18
US13,Vermont,NL,Netherlands,NonPeak,$18.33,$32.44
US13,Vermont,NL,Netherlands,Peak,$21.63,$38.28
US13,Vermont,NO,Norway,NonPeak,$24.38,$43.94
US13,Vermont,NO,Norway,Peak,$28.77,$51.85
US13,Vermont,PA,Paraguay,NonPeak,$16.00,$33.70
US13,Vermont,PA,Paraguay,Peak,$18.88,$39.77
US13,Vermont,PE,Peru,NonPeak,$27.63,$31.29
US13,Vermont,PE,Peru,Peak,$32.60,$36.92
US13,Vermont,PL,Poland,NonPeak,$29.28,$44.05
US13,Vermont,PL,Poland,Peak,$34.55,$51.98
US13,Vermont,PO,Portugal,NonPeak,$30.90,$33.75
US13,Vermont,PO,Portugal,Peak,$36.46,$39.82
US13,Vermont,PO01,Azores,NonPeak,$15.28,$31.40
US13,Vermont,PO01,Azores,Peak,$18.03,$37.05
US13,Vermont,QA,Qatar,NonPeak,$16.05,$44.17
US13,Vermont,QA,Qatar,Peak,$18.94,$52.12
US13,Vermont,RO,Romania,NonPeak,$16.80,$33.98
US13,Vermont,RO,Romania,Peak,$19.82,$40.10
US13,Vermont,RQ,Puerto Rico,NonPeak,$17.57,$31.45
US13,Vermont,RQ,Puerto Rico,Peak,$20.73,$37.11
US13,Vermont,SA,Saudi Arabia,NonPeak,$18.33,$44.28
US13,Vermont,SA,Saudi Arabia,Peak,$21.63,$52.25
US13,Vermont,SN,Singapore,NonPeak,$24.38,$34.11
US13,Vermont,SN,Singapore,Peak,$28.77,$40.25
US13,Vermont,SP,Spain,NonPeak,$16.00,$31.63
US13,Vermont,SP,Spain,Peak,$18.88,$37.32
US13,Vermont,TU,Turkey,NonPeak,$27.63,$44.51
US13,Vermont,TU,Turkey,Peak,$32.60,$52.52
US13,Vermont,UK,United Kingdom,NonPeak,$29.28,$34.33
US13,Vermont,UK,United Kingdom,Peak,$34.55,$40.51
US13,Vermont,US8030400,Alaska (Zone) IV,NonPeak,$30.90,$31.74
US13,Vermont,US8030400,Alaska (Zone) IV,Peak,$36.46,$37.45
US13,Vermont,US8050500,Alaska (Zone) III,NonPeak,$15.28,$44.62
US13,Vermont,US8050500,Alaska (Zone) III,Peak,$18.03,$52.65
US13,Vermont,US8101000,Alaska (Zone) I,NonPeak,$16.05,$34.45
US13,Vermont,US8101000,Alaska (Zone) I,Peak,$18.94,$40.65
US13,Vermont,US8190100,Alaska (Zone) II,NonPeak,$16.80,$31.91
US13,Vermont,US8190100,Alaska (Zone) II,Peak,$19.82,$37.65
US13,Vermont,US89,Hawaii,NonPeak,$17.57,$44.74
US13,Vermont,US89,Hawaii,Peak,$20.73,$52.79
US13,Vermont,UY,Uruguay,NonPeak,$18.33,$34.56
US13,Vermont,UY,Uruguay,Peak,$21.63,$40.78
US13,Vermont,VE,Venezuela,NonPeak,$24.38,$32.09
US13,Vermont,VE,Venezuela,Peak,$28.77,$37.87
US14,Massachusetts,AR,Argentina,NonPeak,$16.00,$44.91
US14,Massachusetts,AR,Argentina,Peak,$18.88,$52.99
US14,Massachusetts,AS11,New South Wales/Australian Capital Territory,NonPeak,$27.63,$34.74
US14,Massachusetts,AS11,New South Wales/Australian Capital Territory,Peak,$32.60,$40.99
US14,Massachusetts,AS21,Northern Territory,NonPeak,$29.28,$32.26
US14,Massachusetts,AS21,Northern Territory,Peak,$34.55,$38.07
US14,Massachusetts,BA,Bahrain,NonPeak,$30.90,$45.09
US14,Massachusetts,BA,Bahrain,Peak,$36.46,$53.21
US14,Massachusetts,BE,Belgium,NonPeak,$15.28,$34.90
US14,Massachusetts,BE,Belgium,Peak,$18.03,$41.18
US14,Massachusetts,BL,Bolivia,NonPeak,$16.05,$32.44
US14,Massachusetts,BL,Bolivia,Peak,$18.94,$38.28
US14,Massachusetts,BR,Brazil - Brazilia,NonPeak,$16.80,$43.94
US14,Massachusetts,BR,Brazil - Brazilia,Peak,$19.82,$51.85
US14,Massachusetts,CA10,Ontario,NonPeak,$17.57,$33.70
US14,Massachusetts,CA10,Ontario,Peak,$20.73,$39.77
US14,Massachusetts,CA20,Quebec,NonPeak,$18.33,$31.29
US14,Massachusetts,CA20,Quebec,Peak,$21.63,$36.92
US14,Massachusetts,CA30,Manitoba,NonPeak,$24.38,$44.05
US14,Massachusetts,CA30,Manitoba,Peak,$28.77,$51.98
US14,Massachusetts,CI,Chile,NonPeak,$16.00,$33.75
US14,Massachusetts,CI,Chile,Peak,$18.88,$39.82
US14,Massachusetts,CO,Colombia,NonPeak,$27.63,$31.40
US14,Massachusetts,CO,Colombia,Peak,$32.60,$37.05
US14,Massachusetts,CS,Costa Rica,NonPeak,$29.28,$44.17
US14,Massachusetts,CS,Costa Rica,Peak,$34.55,$52.12
US14,Massachusetts,EC,Ecuador,NonPeak,$30.90,$33.98
US14,Massachusetts,EC,Ecuador,Peak,$36.46,$40.10
US14,Massachusetts,ES,El Salvador,NonPeak,$15.28,$31.45
US14,Massachusetts,ES,El Salvador,Peak,$18.03,$37.11
US14,Massachusetts,GE,Germany,NonPeak,$16.05,$44.28
US14,Massachusetts,GE,Germany,Peak,$18.94,$52.25
US14,Massachusetts,GQ,Guam,NonPeak,$16.80,$34.11
US14,Massachusetts,GQ,Guam,Peak,$19.82,$40.25
US14,Massachusetts,GR,Greece,NonPeak,$17.57,$31.63
US14,Massachusetts,GR,Greece,Peak,$20.73,$37.32
US14,Massachusetts,GR29,Crete,NonPeak,$18.33,$44.51
US14,Massachusetts,GR29,Crete,Peak,$21.63,$52.52
US14,Massachusetts,GT,Guatemala,NonPeak,$24.38,$34.33
US14,Massachusetts,GT,Guatemala,Peak,$28.77,$40.51
US14,Massachusetts,HO,Honduras,NonPeak,$16.00,$31.74
US14,Massachusetts,HO,Honduras,Peak,$18.88,$37.45
US14,Massachusetts,HU,Hungary,NonPeak,$27.63,$44.62
US14,Massachusetts,HU,Hungary,Peak,$32.60,$52.65
US14,Massachusetts,IT,Italy,NonPeak,$29.28,$34.45
US14,Massachusetts,IT,Italy,Peak,$34.55,$40.65
US14,Massachusetts,IT10,Sicily,NonPeak,$30.90,$31.91
US14,Massachusetts,IT10,Sicily,Peak,$36.46,$37.65
US14,Massachusetts,JA01,Japan-Central,NonPeak,$15.28,$44.74
US14,Massachusetts,JA01,Japan-Central,Peak,$18.03,$52.79
US14,Massachusetts,JA02,Japan-South (Excludes Hokkaido),NonPeak,$16.05,$34.56
US14,Massachusetts,JA02,Japan-South (Excludes Hokkaido),Peak,$18.94,$40.78
US14,Massachusetts,JA03,Japan-North,NonPeak,$16.80,$32.09
US14,Massachusetts,JA03,Japan-North,Peak,$19.82,$37.87
US14,Massachusetts,JA96,Okinawa,NonPeak,$17.57,$44.91
US14,Massachusetts,JA96,Okinawa,Peak,$20.73,$52.99
US14,Massachusetts,KS,"Korea, Republic Of",NonPeak,$18.33,$34.74
US14,Massachusetts,KS,"Korea, Republic Of",Peak,$21.63,$40.99
US14,Massachusetts,KU,Kuwait,NonPeak,$24.38,$32.26
US14,Massachusetts,KU,Kuwait,Peak,$28.77,$38.07
US14,Massachusetts,NL,Netherlands,NonPeak,$16.00,$45.09
US14,Massachusetts,NL,Netherlands,Peak,$18.88,$53.21
US14,Massachusetts,NO,Norway,NonPeak,$27.63,$34.90
US14,Massachusetts,NO,Norway,Peak,$32.60,$41.18
US14,Massachusetts,PA,Paraguay,NonPeak,$29.28,$32.44
US14,Massachusetts,PA,Paraguay,Peak,$34.55,$38.28
US14,Massachusetts,PE,Peru,NonPeak,$30.90,$43.94
US14,Massachusetts,PE,Peru,Peak,$36.46,$51.85
US14,Massachusetts,PL,Poland,NonPeak,$15.28,$33.70
US14,Massachusetts,PL,Poland,Peak,$18.03,$39.77
US14,Massachusetts,PO,Portugal,NonPeak,$16.05,$31.29
US14,Massachusetts,PO,Portugal,Peak,$18.94,$36.92
US14,Massachusetts,PO01,Azores,NonPeak,$16.80,$44.05
US14,Massachusetts,PO01,Azores,Peak,$19.82,$51.98
US14,Massachusetts,QA,Qatar,NonPeak,$17.57,$33.75
US14,Massachusetts,QA,Qatar,Peak,$20.73,$39.82
US14,Massachusetts,RO,Romania,NonPeak,$18.33,$31.40
US14,Massachusetts,RO,Romania,Peak,$21.63,$37.05
US14,Massachusetts,RQ,Puerto Rico,NonPeak,$24.38,$44.17
US14,Massachusetts,RQ,Puerto Rico,Peak,$28.77,$52.12
US14,Massachusetts,SA,Saudi Arabia,NonPeak,$16.00,$33.98
US14,Massachusetts,SA,Saudi Arabia,Peak,$18.88,$40.10
US14,Massachusetts,SN,Singapore,NonPeak,$27.63,$31.45
US14,Massachusetts,SN,Singapore,Peak,$32.60,$37.11
US14,Massachusetts,SP,Spain,NonPeak,$29.28,$44.28
US14,Massachusetts,SP,Spain,Peak,$34.55,$52.25
US14,Massachusetts,TU,Turkey,NonPeak,$30.90,$34.11
US14,Massachusetts,TU,Turkey,Peak,$36.46,$40.25
US14,Massachusetts,UK,United Kingdom,NonPeak,$15.28,$31.63
US14,Massachusetts,UK,United Kingdom,Peak,$18.03,$37.32
US14,Massachusetts,US8030400,Alaska (Zone) IV,NonPeak,$16.05,$44.51
US14,Massachusetts,US8030400,Alaska (Zone) IV,Peak,$18.94,$52.52
US14,Massachusetts,US8050500,Alaska (Zone) III,NonPeak,$16.80,$34.33
US14,Massachusetts,US8050500,Alaska (Zone) III,Peak,$19.82,$40.51
US14,Massachusetts,US8101000,Alaska (Zone) I,NonPeak,$17.57,$31.74
US14,Massachusetts,US8101000,Alaska (Zone) I,Peak,$20.73,$37.45
US14,Massachusetts,US8190100,Alaska (Zone) II,NonPeak,$18.33,$44.62
US14,Massachusetts,US8190100,Alaska (Zone) II,Peak,$21.63,$52.65
US14,Massachusetts,US89,Hawaii,NonPeak,$24.38,$34.45
US14,Massachusetts,US89,Hawaii,Peak,$28.77,$40.65
